Results Table 1


Results Table 2


1,Time,Displacement,Force
,(s),(mm),(N)
"","13.0800","3.9749","0.3993"
"","13.1000","3.9765","0.3985"
"","13.1200","3.9781","0.3998"
"","13.1400","3.9799","0.3968"
"","13.1600","3.9817","0.3996"
"","13.1800","3.9835","0.4013"
"","13.2000","3.9853","0.3994"
"","13.2200","3.9871","0.4033"
"","13.2400","3.9889","0.3983"
"","13.2600","3.9907","0.4044"
"","13.2800","3.9924","0.4009"
"","13.3000","3.9939","0.4066"
"","13.3200","3.9954","0.4043"
"","13.3400","3.9969","0.4053"
"","13.3600","3.9984","0.4052"
"","13.3800","4.0000","0.4035"
"","13.4000","4.0016","0.4082"
"","13.4200","4.0032","0.4049"
"","13.4400","4.0048","0.4091"
"","13.4600","4.0064","0.4078"
"","13.4800","4.0080","0.4105"
"","13.5000","4.0095","0.4107"
"","13.5200","4.0111","0.4094"
"","13.5400","4.0128","0.4106"
"","13.5600","4.0145","0.4122"
"","13.5800","4.0164","0.4151"
"","13.6000","4.0182","0.4118"
"","13.6200","4.0201","0.4153"
"","13.6400","4.0219","0.4133"
"","13.6600","4.0237","0.4166"
"","13.6800","4.0255","0.4137"
"","13.7000","4.0273","0.4153"
"","13.7200","4.0290","0.4207"
"","13.7400","4.0307","0.4134"
"","13.7600","4.0323","0.4209"
"","13.7800","4.0339","0.4171"
"","13.8000","4.0354","0.4197"
"","13.8200","4.0368","0.4201"
"","13.8400","4.0383","0.4222"
"","13.8600","4.0399","0.4211"
"","13.8800","4.0414","0.4227"
"","13.9000","4.0430","0.4216"
"","13.9200","4.0446","0.4245"
"","13.9400","4.0462","0.4242"
"","13.9600","4.0479","0.4253"
"","13.9800","4.0496","0.4281"
"","14.0000","4.0515","0.4235"
"","14.0200","4.0533","0.4256"
"","14.0400","4.0552","0.4251"
"","14.0600","4.0571","0.4277"
"","14.0800","4.0590","0.4296"
"","14.1000","4.0608","0.4274"
"","14.1200","4.0624","0.4309"
"","14.1400","4.0640","0.4258"
"","14.1600","4.0655","0.4326"
"","14.1800","4.0670","0.4302"
"","14.2000","4.0687","0.4353"
"","14.2200","4.0704","0.4335"
"","14.2400","4.0720","0.4329"
"","14.2600","4.0736","0.4341"
"","14.2800","4.0751","0.4333"
"","14.3000","4.0766","0.4352"
"","14.3200","4.0780","0.4327"
"","14.3400","4.0794","0.4369"
"","14.3600","4.0810","0.4336"
"","14.3800","4.0827","0.4374"
"","14.4000","4.0845","0.4357"
"","14.4200","4.0863","0.4384"
"","14.4400","4.0881","0.4366"
"","14.4600","4.0898","0.4384"
"","14.4800","4.0917","0.4393"
"","14.5000","4.0935","0.4394"
"","14.5200","4.0954","0.4434"
"","14.5400","4.0972","0.4407"
"","14.5600","4.0990","0.4429"
"","14.5800","4.1007","0.4415"
"","14.6000","4.1023","0.4410"
"","14.6200","4.1038","0.4445"
"","14.6400","4.1054","0.4467"
"","14.6600","4.1069","0.4475"
"","14.6800","4.1084","0.4443"
"","14.7000","4.1100","0.4468"
"","14.7200","4.1116","0.4456"
"","14.7400","4.1132","0.4455"
"","14.7600","4.1148","0.4463"
"","14.7800","4.1165","0.4499"
"","14.8000","4.1182","0.4470"
"","14.8200","4.1199","0.4508"
"","14.8400","4.1216","0.4478"
"","14.8600","4.1234","0.4514"
"","14.8800","4.1251","0.4518"
"","14.9000","4.1269","0.4513"
